UPC11,Material description
73390595819,OAS ASTIG 8.6 -6.50 -0.75/140 12P RX
73390595820,OAS ASTIG 8.6 -6.50 -0.75/150 12P RX
73390595821,OAS ASTIG 8.6 -6.50 -0.75/160 12P RX
73390595822,OAS ASTIG 8.6 -6.50 -0.75/170 12P RX
73390595823,OAS ASTIG 8.6 -6.50 -0.75/180 12P RX
73390595824,OAS ASTIG 8.6 -7.00 -0.75/10 12P RX
73390595825,OAS ASTIG 8.6 -7.00 -0.75/20 12P RX
73390595826,OAS ASTIG 8.6 -7.00 -0.75/30 12P RX
73390595827,OAS ASTIG 8.6 -7.00 -0.75/40 12P RX
73390595828,OAS ASTIG 8.6 -7.00 -0.75/50 12P RX
73390595829,OAS ASTIG 8.6 -7.00 -0.75/60 12P RX
73390595830,OAS ASTIG 8.6 -7.00 -0.75/70 12P RX
73390595831,OAS ASTIG 8.6 -7.00 -0.75/80 12P RX
73390595832,OAS ASTIG 8.6 -7.00 -0.75/90 12P RX
73390595833,OAS ASTIG 8.6 -7.00 -0.75/100 12P RX
73390595834,OAS ASTIG 8.6 -7.00 -0.75/110 12P RX
73390595835,OAS ASTIG 8.6 -7.00 -0.75/120 12P RX
73390595836,OAS ASTIG 8.6 -7.00 -0.75/130 12P RX
73390595837,OAS ASTIG 8.6 -7.00 -0.75/140 12P RX
73390595838,OAS ASTIG 8.6 -7.00 -0.75/150 12P RX
73390595839,OAS ASTIG 8.6 -7.00 -0.75/160 12P RX
73390595840,OAS ASTIG 8.6 -7.00 -0.75/170 12P RX
73390595841,OAS ASTIG 8.6 -7.00 -0.75/180 12P RX
73390595842,OAS ASTIG 8.6 -7.50 -0.75/10 12P RX
73390595843,OAS ASTIG 8.6 -7.50 -0.75/20 12P RX
73390595844,OAS ASTIG 8.6 -7.50 -0.75/30 12P RX
73390595845,OAS ASTIG 8.6 -7.50 -0.75/40 12P RX
73390595846,OAS ASTIG 8.6 -7.50 -0.75/50 12P RX
73390595847,OAS ASTIG 8.6 -7.50 -0.75/60 12P RX
73390595848,OAS ASTIG 8.6 -7.50 -0.75/70 12P RX
73390595849,OAS ASTIG 8.6 -7.50 -0.75/80 12P RX
73390595850,OAS ASTIG 8.6 -7.50 -0.75/90 12P RX
73390595851,OAS ASTIG 8.6 -7.50 -0.75/100 12P RX
73390595852,OAS ASTIG 8.6 -7.50 -0.75/110 12P RX
73390595853,OAS ASTIG 8.6 -7.50 -0.75/120 12P RX
73390595854,OAS ASTIG 8.6 -7.50 -0.75/130 12P RX
73390595855,OAS ASTIG 8.6 -7.50 -0.75/140 12P RX
73390595856,OAS ASTIG 8.6 -7.50 -0.75/150 12P RX
73390595857,OAS ASTIG 8.6 -7.50 -0.75/160 12P RX
73390595858,OAS ASTIG 8.6 -7.50 -0.75/170 12P RX
73390595859,OAS ASTIG 8.6 -7.50 -0.75/180 12P RX
73390595860,OAS ASTIG 8.6 -8.00 -0.75/10 12P RX
73390595861,OAS ASTIG 8.6 -8.00 -0.75/20 12P RX
73390595862,OAS ASTIG 8.6 -8.00 -0.75/30 12P RX
73390595863,OAS ASTIG 8.6 -8.00 -0.75/40 12P RX
73390595864,OAS ASTIG 8.6 -8.00 -0.75/50 12P RX
73390595865,OAS ASTIG 8.6 -8.00 -0.75/60 12P RX
73390595866,OAS ASTIG 8.6 -8.00 -0.75/70 12P RX
73390595867,OAS ASTIG 8.6 -8.00 -0.75/80 12P RX
73390595868,OAS ASTIG 8.6 -8.00 -0.75/90 12P RX
73390595869,OAS ASTIG 8.6 -8.00 -0.75/100 12P RX
73390595870,OAS ASTIG 8.6 -8.00 -0.75/110 12P RX
73390595871,OAS ASTIG 8.6 -8.00 -0.75/120 12P RX
73390595872,OAS ASTIG 8.6 -8.00 -0.75/130 12P RX
73390595873,OAS ASTIG 8.6 -8.00 -0.75/140 12P RX
73390595874,OAS ASTIG 8.6 -8.00 -0.75/150 12P RX
73390595875,OAS ASTIG 8.6 -8.00 -0.75/160 12P RX
73390595876,OAS ASTIG 8.6 -8.00 -0.75/170 12P RX
73390595877,OAS ASTIG 8.6 -8.00 -0.75/180 12P RX
73390595878,OAS ASTIG 8.6 -8.50 -0.75/10 12P RX
73390595879,OAS ASTIG 8.6 -8.50 -0.75/20 12P RX
73390595880,OAS ASTIG 8.6 -8.50 -0.75/30 12P RX
73390595881,OAS ASTIG 8.6 -8.50 -0.75/40 12P RX
73390595882,OAS ASTIG 8.6 -8.50 -0.75/50 12P RX
73390595883,OAS ASTIG 8.6 -8.50 -0.75/60 12P RX
73390595884,OAS ASTIG 8.6 -8.50 -0.75/70 12P RX
73390595885,OAS ASTIG 8.6 -8.50 -0.75/80 12P RX
73390595886,OAS ASTIG 8.6 -8.50 -0.75/90 12P RX
73390595887,OAS ASTIG 8.6 -8.50 -0.75/100 12P RX
73390595888,OAS ASTIG 8.6 -8.50 -0.75/110 12P RX
73390595889,OAS ASTIG 8.6 -8.50 -0.75/120 12P RX
73390595890,OAS ASTIG 8.6 -8.50 -0.75/130 12P RX
73390595891,OAS ASTIG 8.6 -8.50 -0.75/140 12P RX
73390595892,OAS ASTIG 8.6 -8.50 -0.75/150 12P RX
73390595893,OAS ASTIG 8.6 -8.50 -0.75/160 12P RX
73390595894,OAS ASTIG 8.6 -8.50 -0.75/170 12P RX
73390595895,OAS ASTIG 8.6 -8.50 -0.75/180 12P RX
73390595896,OAS ASTIG 8.6 -9.00 -0.75/10 12P RX
73390595897,OAS ASTIG 8.6 -9.00 -0.75/20 12P RX
73390595898,OAS ASTIG 8.6 -9.00 -0.75/30 12P RX
73390595899,OAS ASTIG 8.6 -9.00 -0.75/40 12P RX
73390595900,OAS ASTIG 8.6 -9.00 -0.75/50 12P RX
73390595901,OAS ASTIG 8.6 -9.00 -0.75/60 12P RX
73390595902,OAS ASTIG 8.6 -9.00 -0.75/70 12P RX
73390595903,OAS ASTIG 8.6 -9.00 -0.75/80 12P RX
73390595904,OAS ASTIG 8.6 -9.00 -0.75/90 12P RX
73390595905,OAS ASTIG 8.6 -9.00 -0.75/100 12P RX
73390595906,OAS ASTIG 8.6 -9.00 -0.75/110 12P RX
73390595907,OAS ASTIG 8.6 -9.00 -0.75/120 12P RX
73390595908,OAS ASTIG 8.6 -9.00 -0.75/130 12P RX
73390595909,OAS ASTIG 8.6 -9.00 -0.75/140 12P RX
73390595910,OAS ASTIG 8.6 -9.00 -0.75/150 12P RX
73390595911,OAS ASTIG 8.6 -9.00 -0.75/160 12P RX
73390595912,OAS ASTIG 8.6 -9.00 -0.75/170 12P RX
73390595913,OAS ASTIG 8.6 -9.00 -0.75/180 12P RX
73390595914,OAS ASTIG 8.6 -6.50 -1.25/30 12P RX
73390595915,OAS ASTIG 8.6 -6.50 -1.25/40 12P RX
73390595916,OAS ASTIG 8.6 -6.50 -1.25/50 12P RX
73390595917,OAS ASTIG 8.6 -6.50 -1.25/60 12P RX
73390595918,OAS ASTIG 8.6 -6.50 -1.25/120 12P RX
73390595919,OAS ASTIG 8.6 -6.50 -1.25/130 12P RX
73390595920,OAS ASTIG 8.6 -6.50 -1.25/140 12P RX
73390595921,OAS ASTIG 8.6 -6.50 -1.25/150 12P RX
73390595922,OAS ASTIG 8.6 -7.00 -1.25/30 12P RX
73390595923,OAS ASTIG 8.6 -7.00 -1.25/40 12P RX
73390595924,OAS ASTIG 8.6 -7.00 -1.25/50 12P RX
73390595925,OAS ASTIG 8.6 -7.00 -1.25/60 12P RX
73390595926,OAS ASTIG 8.6 -7.00 -1.25/120 12P RX
73390595927,OAS ASTIG 8.6 -7.00 -1.25/130 12P RX
73390595928,OAS ASTIG 8.6 -7.00 -1.25/140 12P RX
73390595929,OAS ASTIG 8.6 -7.00 -1.25/150 12P RX
73390595930,OAS ASTIG 8.6 -7.50 -1.25/30 12P RX
73390595931,OAS ASTIG 8.6 -7.50 -1.25/40 12P RX
73390595932,OAS ASTIG 8.6 -7.50 -1.25/50 12P RX
73390595933,OAS ASTIG 8.6 -7.50 -1.25/60 12P RX
73390595934,OAS ASTIG 8.6 -7.50 -1.25/120 12P RX
73390595935,OAS ASTIG 8.6 -7.50 -1.25/130 12P RX
73390595936,OAS ASTIG 8.6 -7.50 -1.25/140 12P RX
73390595937,OAS ASTIG 8.6 -7.50 -1.25/150 12P RX
73390595938,OAS ASTIG 8.6 -8.00 -1.25/30 12P RX
73390595939,OAS ASTIG 8.6 -8.00 -1.25/40 12P RX
73390595940,OAS ASTIG 8.6 -8.00 -1.25/50 12P RX
73390595941,OAS ASTIG 8.6 -8.00 -1.25/60 12P RX
73390595942,OAS ASTIG 8.6 -8.00 -1.25/120 12P RX
73390595943,OAS ASTIG 8.6 -8.00 -1.25/130 12P RX
73390595944,OAS ASTIG 8.6 -8.00 -1.25/140 12P RX
73390595945,OAS ASTIG 8.6 -8.00 -1.25/150 12P RX
73390595946,OAS ASTIG 8.6 -8.50 -1.25/30 12P RX
73390595947,OAS ASTIG 8.6 -8.50 -1.25/40 12P RX
73390595948,OAS ASTIG 8.6 -8.50 -1.25/50 12P RX
73390595949,OAS ASTIG 8.6 -8.50 -1.25/60 12P RX
73390595950,OAS ASTIG 8.6 -8.50 -1.25/120 12P RX
73390595951,OAS ASTIG 8.6 -8.50 -1.25/130 12P RX
73390595952,OAS ASTIG 8.6 -8.50 -1.25/140 12P RX
73390595953,OAS ASTIG 8.6 -8.50 -1.25/150 12P RX
73390595954,OAS ASTIG 8.6 -9.00 -1.25/30 12P RX
73390595955,OAS ASTIG 8.6 -9.00 -1.25/40 12P RX
73390595956,OAS ASTIG 8.6 -9.00 -1.25/50 12P RX
73390595957,OAS ASTIG 8.6 -9.00 -1.25/60 12P RX
73390595958,OAS ASTIG 8.6 -9.00 -1.25/120 12P RX
73390595959,OAS ASTIG 8.6 -9.00 -1.25/130 12P RX
73390595960,OAS ASTIG 8.6 -9.00 -1.25/140 12P RX
73390595961,OAS ASTIG 8.6 -9.00 -1.25/150 12P RX
73390595962,OAS ASTIG 8.6 -6.50 -1.75/30 12P RX
73390595963,OAS ASTIG 8.6 -6.50 -1.75/40 12P RX
73390595964,OAS ASTIG 8.6 -6.50 -1.75/50 12P RX
73390595965,OAS ASTIG 8.6 -6.50 -1.75/60 12P RX
73390595966,OAS ASTIG 8.6 -6.50 -1.75/120 12P RX
73390595967,OAS ASTIG 8.6 -6.50 -1.75/130 12P RX
73390595968,OAS ASTIG 8.6 -6.50 -1.75/140 12P RX
73390595969,OAS ASTIG 8.6 -6.50 -1.75/150 12P RX
73390595970,OAS ASTIG 8.6 -7.00 -1.75/30 12P RX
73390595971,OAS ASTIG 8.6 -7.00 -1.75/40 12P RX
73390595972,OAS ASTIG 8.6 -7.00 -1.75/50 12P RX
73390595973,OAS ASTIG 8.6 -7.00 -1.75/60 12P RX
73390595974,OAS ASTIG 8.6 -7.00 -1.75/120 12P RX
73390595975,OAS ASTIG 8.6 -7.00 -1.75/130 12P RX
73390595976,OAS ASTIG 8.6 -7.00 -1.75/140 12P RX
73390595977,OAS ASTIG 8.6 -7.00 -1.75/150 12P RX
73390595978,OAS ASTIG 8.6 -7.50 -1.75/30 12P RX
73390595979,OAS ASTIG 8.6 -7.50 -1.75/40 12P RX
73390595980,OAS ASTIG 8.6 -7.50 -1.75/50 12P RX
73390595981,OAS ASTIG 8.6 -7.50 -1.75/60 12P RX
73390595982,OAS ASTIG 8.6 -7.50 -1.75/120 12P RX
73390595983,OAS ASTIG 8.6 -7.50 -1.75/130 12P RX
73390595984,OAS ASTIG 8.6 -7.50 -1.75/140 12P RX
73390595985,OAS ASTIG 8.6 -7.50 -1.75/150 12P RX
73390595986,OAS ASTIG 8.6 -8.00 -1.75/30 12P RX
73390595987,OAS ASTIG 8.6 -8.00 -1.75/40 12P RX
73390595988,OAS ASTIG 8.6 -8.00 -1.75/50 12P RX
73390595989,OAS ASTIG 8.6 -8.00 -1.75/60 12P RX
73390595990,OAS ASTIG 8.6 -8.00 -1.75/120 12P RX
73390595991,OAS ASTIG 8.6 -8.00 -1.75/130 12P RX
73390595992,OAS ASTIG 8.6 -8.00 -1.75/140 12P RX
73390595993,OAS ASTIG 8.6 -8.00 -1.75/150 12P RX
73390595994,OAS ASTIG 8.6 -8.50 -1.75/30 12P RX
73390595995,OAS ASTIG 8.6 -8.50 -1.75/40 12P RX
73390595996,OAS ASTIG 8.6 -8.50 -1.75/50 12P RX
73390595997,OAS ASTIG 8.6 -8.50 -1.75/60 12P RX
73390595998,OAS ASTIG 8.6 -8.50 -1.75/120 12P RX
73390595999,OAS ASTIG 8.6 -8.50 -1.75/130 12P RX
73390596000,OAS ASTIG 8.6 -8.50 -1.75/140 12P RX
73390596001,OAS ASTIG 8.6 -8.50 -1.75/150 12P RX
73390596002,OAS ASTIG 8.6 -9.00 -1.75/30 12P RX
73390596003,OAS ASTIG 8.6 -9.00 -1.75/40 12P RX
73390596004,OAS ASTIG 8.6 -9.00 -1.75/50 12P RX
73390596005,OAS ASTIG 8.6 -9.00 -1.75/60 12P RX
73390596006,OAS ASTIG 8.6 -9.00 -1.75/120 12P RX
73390596007,OAS ASTIG 8.6 -9.00 -1.75/130 12P RX
73390596008,OAS ASTIG 8.6 -9.00 -1.75/140 12P RX
73390596009,OAS ASTIG 8.6 -9.00 -1.75/150 12P RX
73390596010,OAS ASTIG 8.6 +0.25 -2.25/10 12P RX
73390596011,OAS ASTIG 8.6 +0.25 -2.25/20 12P RX
73390596012,OAS ASTIG 8.6 +0.25 -2.25/90 12P RX
73390596013,OAS ASTIG 8.6 +0.25 -2.25/160 12P RX
73390596014,OAS ASTIG 8.6 +0.25 -2.25/170 12P RX
73390596015,OAS ASTIG 8.6 +0.25 -2.25/180 12P RX
73390596016,OAS ASTIG 8.6 +0.50 -2.25/10 12P RX
73390596017,OAS ASTIG 8.6 +0.50 -2.25/20 12P RX
73390596018,OAS ASTIG 8.6 +0.50 -2.25/90 12P RX
73390596019,OAS ASTIG 8.6 +0.50 -2.25/160 12P RX
73390596020,OAS ASTIG 8.6 +0.50 -2.25/170 12P RX
73390596021,OAS ASTIG 8.6 +0.50 -2.25/180 12P RX
73390596022,OAS ASTIG 8.6 +0.75 -2.25/10 12P RX
73390596023,OAS ASTIG 8.6 +0.75 -2.25/20 12P RX
73390596024,OAS ASTIG 8.6 +0.75 -2.25/90 12P RX
73390596025,OAS ASTIG 8.6 +0.75 -2.25/160 12P RX
73390596026,OAS ASTIG 8.6 +0.75 -2.25/170 12P RX
73390596027,OAS ASTIG 8.6 +0.75 -2.25/180 12P RX
73390596028,OAS ASTIG 8.6 +1.00 -2.25/10 12P RX
73390596029,OAS ASTIG 8.6 +1.00 -2.25/20 12P RX
73390596030,OAS ASTIG 8.6 +1.00 -2.25/90 12P RX
73390596031,OAS ASTIG 8.6 +1.00 -2.25/160 12P RX
73390596032,OAS ASTIG 8.6 +1.00 -2.25/170 12P RX
73390596033,OAS ASTIG 8.6 +1.00 -2.25/180 12P RX
73390596034,OAS ASTIG 8.6 +1.25 -2.25/10 12P RX
73390596035,OAS ASTIG 8.6 +1.25 -2.25/20 12P RX
73390596036,OAS ASTIG 8.6 +1.25 -2.25/90 12P RX
73390596037,OAS ASTIG 8.6 +1.25 -2.25/160 12P RX
73390596038,OAS ASTIG 8.6 +1.25 -2.25/170 12P RX
73390596039,OAS ASTIG 8.6 +1.25 -2.25/180 12P RX
73390596040,OAS ASTIG 8.6 +1.50 -2.25/10 12P RX
73390596041,OAS ASTIG 8.6 +1.50 -2.25/20 12P RX
73390596042,OAS ASTIG 8.6 +1.50 -2.25/90 12P RX
73390596043,OAS ASTIG 8.6 +1.50 -2.25/160 12P RX
73390596044,OAS ASTIG 8.6 +1.50 -2.25/170 12P RX
73390596045,OAS ASTIG 8.6 +1.50 -2.25/180 12P RX
73390596046,OAS ASTIG 8.6 +1.75 -2.25/10 12P RX
73390596047,OAS ASTIG 8.6 +1.75 -2.25/20 12P RX
73390596048,OAS ASTIG 8.6 +1.75 -2.25/90 12P RX
73390596049,OAS ASTIG 8.6 +1.75 -2.25/160 12P RX
73390596050,OAS ASTIG 8.6 +1.75 -2.25/170 12P RX
73390596051,OAS ASTIG 8.6 +1.75 -2.25/180 12P RX
73390596052,OAS ASTIG 8.6 +2.00 -2.25/10 12P RX
73390596053,OAS ASTIG 8.6 +2.00 -2.25/20 12P RX
73390596054,OAS ASTIG 8.6 +2.00 -2.25/90 12P RX
73390596055,OAS ASTIG 8.6 +2.00 -2.25/160 12P RX
73390596056,OAS ASTIG 8.6 +2.00 -2.25/170 12P RX
73390596057,OAS ASTIG 8.6 +2.00 -2.25/180 12P RX
73390596058,OAS ASTIG 8.6 +2.25 -2.25/10 12P RX
73390596059,OAS ASTIG 8.6 +2.25 -2.25/20 12P RX
73390596060,OAS ASTIG 8.6 +2.25 -2.25/90 12P RX
73390596061,OAS ASTIG 8.6 +2.25 -2.25/160 12P RX
73390596062,OAS ASTIG 8.6 +2.25 -2.25/170 12P RX
73390596063,OAS ASTIG 8.6 +2.25 -2.25/180 12P RX
73390596064,OAS ASTIG 8.6 +2.50 -2.25/10 12P RX
73390596065,OAS ASTIG 8.6 +2.50 -2.25/20 12P RX
73390596066,OAS ASTIG 8.6 +2.50 -2.25/90 12P RX
73390596067,OAS ASTIG 8.6 +2.50 -2.25/160 12P RX
73390596068,OAS ASTIG 8.6 +2.50 -2.25/170 12P RX
73390596069,OAS ASTIG 8.6 +2.50 -2.25/180 12P RX
73390596070,OAS ASTIG 8.6 +2.75 -2.25/10 12P RX
73390596071,OAS ASTIG 8.6 +2.75 -2.25/20 12P RX
73390596072,OAS ASTIG 8.6 +2.75 -2.25/90 12P RX
73390596073,OAS ASTIG 8.6 +2.75 -2.25/160 12P RX
73390596074,OAS ASTIG 8.6 +2.75 -2.25/170 12P RX
73390596075,OAS ASTIG 8.6 +2.75 -2.25/180 12P RX
73390596076,OAS ASTIG 8.6 +3.00 -2.25/10 12P RX
73390596077,OAS ASTIG 8.6 +3.00 -2.25/20 12P RX
73390596078,OAS ASTIG 8.6 +3.00 -2.25/90 12P RX
73390596079,OAS ASTIG 8.6 +3.00 -2.25/160 12P RX
73390596080,OAS ASTIG 8.6 +3.00 -2.25/170 12P RX
73390596081,OAS ASTIG 8.6 +3.00 -2.25/180 12P RX
73390596082,OAS ASTIG 8.6 +3.25 -2.25/10 12P RX
73390596083,OAS ASTIG 8.6 +3.25 -2.25/20 12P RX
73390596084,OAS ASTIG 8.6 +3.25 -2.25/90 12P RX
73390596085,OAS ASTIG 8.6 +3.25 -2.25/160 12P RX
73390596086,OAS ASTIG 8.6 +3.25 -2.25/170 12P RX
73390596087,OAS ASTIG 8.6 +3.25 -2.25/180 12P RX
73390596088,OAS ASTIG 8.6 +3.50 -2.25/10 12P RX
73390596089,OAS ASTIG 8.6 +3.50 -2.25/20 12P RX
73390596090,OAS ASTIG 8.6 +3.50 -2.25/90 12P RX
73390596091,OAS ASTIG 8.6 +3.50 -2.25/160 12P RX
73390596092,OAS ASTIG 8.6 +3.50 -2.25/170 12P RX
73390596093,OAS ASTIG 8.6 +3.50 -2.25/180 12P RX
73390596094,OAS ASTIG 8.6 +3.75 -2.25/10 12P RX
73390596095,OAS ASTIG 8.6 +3.75 -2.25/20 12P RX
73390596096,OAS ASTIG 8.6 +3.75 -2.25/90 12P RX
73390596097,OAS ASTIG 8.6 +3.75 -2.25/160 12P RX
73390596098,OAS ASTIG 8.6 +3.75 -2.25/170 12P RX
73390596099,OAS ASTIG 8.6 +3.75 -2.25/180 12P RX
73390596100,OAS ASTIG 8.6 +4.00 -2.25/10 12P RX
73390596101,OAS ASTIG 8.6 +4.00 -2.25/20 12P RX
73390596102,OAS ASTIG 8.6 +4.00 -2.25/90 12P RX
73390596103,OAS ASTIG 8.6 +4.00 -2.25/160 12P RX
73390596104,OAS ASTIG 8.6 +4.00 -2.25/170 12P RX
73390596105,OAS ASTIG 8.6 +4.00 -2.25/180 12P RX
73390596106,OAS ASTIG 8.6 +4.25 -2.25/10 12P RX
73390596107,OAS ASTIG 8.6 +4.25 -2.25/20 12P RX
73390596108,OAS ASTIG 8.6 +4.25 -2.25/90 12P RX
73390596109,OAS ASTIG 8.6 +4.25 -2.25/160 12P RX
73390596110,OAS ASTIG 8.6 +4.25 -2.25/170 12P RX
73390596111,OAS ASTIG 8.6 +4.25 -2.25/180 12P RX
73390596112,OAS ASTIG 8.6 +4.50 -2.25/10 12P RX
73390596113,OAS ASTIG 8.6 +4.50 -2.25/20 12P RX
73390596114,OAS ASTIG 8.6 +4.50 -2.25/90 12P RX
73390596115,OAS ASTIG 8.6 +4.50 -2.25/160 12P RX
73390596116,OAS ASTIG 8.6 +4.50 -2.25/170 12P RX
73390596117,OAS ASTIG 8.6 +4.50 -2.25/180 12P RX
73390596118,OAS ASTIG 8.6 +4.75 -2.25/10 12P RX
73390596119,OAS ASTIG 8.6 +4.75 -2.25/20 12P RX
73390596120,OAS ASTIG 8.6 +4.75 -2.25/90 12P RX
73390596121,OAS ASTIG 8.6 +4.75 -2.25/160 12P RX
73390596122,OAS ASTIG 8.6 +4.75 -2.25/170 12P RX
73390596123,OAS ASTIG 8.6 +4.75 -2.25/180 12P RX
73390596124,OAS ASTIG 8.6 +5.00 -2.25/10 12P RX
73390596125,OAS ASTIG 8.6 +5.00 -2.25/20 12P RX
73390596126,OAS ASTIG 8.6 +5.00 -2.25/90 12P RX
73390596127,OAS ASTIG 8.6 +5.00 -2.25/160 12P RX
73390596128,OAS ASTIG 8.6 +5.00 -2.25/170 12P RX
73390596129,OAS ASTIG 8.6 +5.00 -2.25/180 12P RX
73390596130,OAS ASTIG 8.6 +5.25 -2.25/10 12P RX
73390596131,OAS ASTIG 8.6 +5.25 -2.25/20 12P RX
73390596132,OAS ASTIG 8.6 +5.25 -2.25/90 12P RX
73390596133,OAS ASTIG 8.6 +5.25 -2.25/160 12P RX
73390596134,OAS ASTIG 8.6 +5.25 -2.25/170 12P RX
73390596135,OAS ASTIG 8.6 +5.25 -2.25/180 12P RX
73390596136,OAS ASTIG 8.6 +5.50 -2.25/10 12P RX
73390596137,OAS ASTIG 8.6 +5.50 -2.25/20 12P RX
73390596138,OAS ASTIG 8.6 +5.50 -2.25/90 12P RX
73390596139,OAS ASTIG 8.6 +5.50 -2.25/160 12P RX
73390596140,OAS ASTIG 8.6 +5.50 -2.25/170 12P RX
73390596141,OAS ASTIG 8.6 +5.50 -2.25/180 12P RX
73390596142,OAS ASTIG 8.6 +5.75 -2.25/10 12P RX
73390596143,OAS ASTIG 8.6 +5.75 -2.25/20 12P RX
73390596144,OAS ASTIG 8.6 +5.75 -2.25/90 12P RX
73390596145,OAS ASTIG 8.6 +5.75 -2.25/160 12P RX
73390596146,OAS ASTIG 8.6 +5.75 -2.25/170 12P RX
73390596147,OAS ASTIG 8.6 +5.75 -2.25/180 12P RX
73390596148,OAS ASTIG 8.6 +6.00 -2.25/10 12P RX
73390596149,OAS ASTIG 8.6 +6.00 -2.25/20 12P RX
73390596150,OAS ASTIG 8.6 +6.00 -2.25/90 12P RX
73390596151,OAS ASTIG 8.6 +6.00 -2.25/160 12P RX
73390596152,OAS ASTIG 8.6 +6.00 -2.25/170 12P RX
73390596153,OAS ASTIG 8.6 +6.00 -2.25/180 12P RX
73390596272,1DM ASTIG 8.5 +4.00 -0.75/20 30P RX
73390596273,1DM ASTIG 8.5 +4.00 -0.75/70 30P RX
73390596274,1DM ASTIG 8.5 +4.00 -0.75/90 30P RX
73390596275,1DM ASTIG 8.5 +4.00 -0.75/110 30P RX
73390596276,1DM ASTIG 8.5 +4.00 -0.75/160 30P RX
73390596277,1DM ASTIG 8.5 +4.00 -0.75/180 30P RX
73390596278,1DM ASTIG 8.5 +4.00 -1.25/20 30P RX
73390596279,1DM ASTIG 8.5 +4.00 -1.25/70 30P RX
73390596280,1DM ASTIG 8.5 +4.00 -1.25/90 30P RX
73390596281,1DM ASTIG 8.5 +4.00 -1.25/110 30P RX
73390596282,1DM ASTIG 8.5 +4.00 -1.25/160 30P RX
73390596283,1DM ASTIG 8.5 +4.00 -1.25/180 30P RX
73390596284,1DM ASTIG 8.5 +4.00 -1.75/20 30P RX
73390596285,1DM ASTIG 8.5 +4.00 -1.75/70 30P RX
73390596286,1DM ASTIG 8.5 +4.00 -1.75/90 30P RX
73390596287,1DM ASTIG 8.5 +4.00 -1.75/110 30P RX
73390596288,1DM ASTIG 8.5 +4.00 -1.75/160 30P RX
73390596289,1DM ASTIG 8.5 +4.00 -1.75/180 30P RX
73390596290,1DM ASTIG 8.5 +3.75 -0.75/20 30P RX
73390596291,1DM ASTIG 8.5 +3.75 -0.75/70 30P RX
73390596292,1DM ASTIG 8.5 +3.75 -0.75/90 30P RX
73390596293,1DM ASTIG 8.5 +3.75 -0.75/110 30P RX
73390596294,1DM ASTIG 8.5 +3.75 -0.75/160 30P RX
73390596295,1DM ASTIG 8.5 +3.75 -0.75/180 30P RX
73390596296,1DM ASTIG 8.5 +3.75 -1.25/20 30P RX
73390596297,1DM ASTIG 8.5 +3.75 -1.25/70 30P RX
73390596298,1DM ASTIG 8.5 +3.75 -1.25/90 30P RX
73390596299,1DM ASTIG 8.5 +3.75 -1.25/110 30P RX
73390596300,1DM ASTIG 8.5 +3.75 -1.25/160 30P RX
73390596301,1DM ASTIG 8.5 +3.75 -1.25/180 30P RX
73390596302,1DM ASTIG 8.5 +3.75 -1.75/20 30P RX
73390596303,1DM ASTIG 8.5 +3.75 -1.75/70 30P RX
73390596304,1DM ASTIG 8.5 +3.75 -1.75/90 30P RX
73390596305,1DM ASTIG 8.5 +3.75 -1.75/110 30P RX
73390596306,1DM ASTIG 8.5 +3.75 -1.75/160 30P RX
73390596307,1DM ASTIG 8.5 +3.75 -1.75/180 30P RX
73390596308,1DM ASTIG 8.5 +3.50 -0.75/20 30P RX
73390596309,1DM ASTIG 8.5 +3.50 -0.75/70 30P RX
73390596310,1DM ASTIG 8.5 +3.50 -0.75/90 30P RX
73390596311,1DM ASTIG 8.5 +3.50 -0.75/110 30P RX
73390596312,1DM ASTIG 8.5 +3.50 -0.75/160 30P RX
73390596313,1DM ASTIG 8.5 +3.50 -0.75/180 30P RX
73390596314,1DM ASTIG 8.5 +3.50 -1.25/20 30P RX
73390596315,1DM ASTIG 8.5 +3.50 -1.25/70 30P RX
73390596316,1DM ASTIG 8.5 +3.50 -1.25/90 30P RX
73390596317,1DM ASTIG 8.5 +3.50 -1.25/110 30P RX
73390596318,1DM ASTIG 8.5 +3.50 -1.25/160 30P RX
73390596319,1DM ASTIG 8.5 +3.50 -1.25/180 30P RX
73390596320,1DM ASTIG 8.5 +3.50 -1.75/20 30P RX
73390596321,1DM ASTIG 8.5 +3.50 -1.75/70 30P RX
73390596322,1DM ASTIG 8.5 +3.50 -1.75/90 30P RX
73390596323,1DM ASTIG 8.5 +3.50 -1.75/110 30P RX
73390596324,1DM ASTIG 8.5 +3.50 -1.75/160 30P RX
73390596325,1DM ASTIG 8.5 +3.50 -1.75/180 30P RX
73390596326,1DM ASTIG 8.5 +3.25 -0.75/20 30P RX
73390596327,1DM ASTIG 8.5 +3.25 -0.75/70 30P RX
73390596328,1DM ASTIG 8.5 +3.25 -0.75/90 30P RX
73390596329,1DM ASTIG 8.5 +3.25 -0.75/110 30P RX
73390596330,1DM ASTIG 8.5 +3.25 -0.75/160 30P RX
73390596331,1DM ASTIG 8.5 +3.25 -0.75/180 30P RX
73390596332,1DM ASTIG 8.5 +3.25 -1.25/20 30P RX
73390596333,1DM ASTIG 8.5 +3.25 -1.25/70 30P RX
73390596334,1DM ASTIG 8.5 +3.25 -1.25/90 30P RX
73390596335,1DM ASTIG 8.5 +3.25 -1.25/110 30P RX
